No,title,github/code,paper reading article,project link,Catorgory,Oral day,Oral session,Oral time,Poster day,Poster session,Poster #,First author,Author
852,Distilled Person Re-Identification: Towards a More Scalable System,,,,,,,,Tuesday,Poster 1.1,108,Ancong Wu,
853,Speed Invariant Time Surface for Learning to Detect Corner Points With Event-Based Cameras,,,,,,,,Thursday,Poster 3.1,163,Jacques Manderscheid,
854,EIGEN: Ecologically-Inspired GENetic Approach for Neural Network Structure Searching From Scratch,,,,,,,,Thursday,Poster 3.1,11,Jian Ren,
855,Weakly Supervised Person Re-Identification,,,,,,,,Tuesday,Poster 1.1,53,Jingke Meng,
856,Motion Estimation of Non-Holonomic Ground Vehicles From a Single Feature Correspondence Measured Over N Views,,,,,,,,Thursday,Poster 3.2,212,Kun Huang,
857,How to Make a Pizza: Learning a Compositional Layer-Based GAN Model,,,,,,,,Wednesday,Poster 2.2,128,Dim P. Papadopoulos,
858,Few-Shot Learning via Saliency-Guided Hallucination of Samples,,,,,,,,Tuesday,Poster 1.2,11,Hongguang Zhang,
859,Triply Supervised Decoder Networks for Joint Detection and Segmentation,,,,,,,,Wednesday,Poster 2.2,66,Jiale Cao,
860,OK-VQA: A Visual Question Answering Benchmark Requiring External Knowledge,,,,,,,,Tuesday,Poster 1.2,72,Kenneth Marino,
861,Dynamic Recursive Neural Network,,,,,,,,Wednesday,Poster 2.1,60,Qiushan Guo,
862,Fully Learnable Group Convolution for Acceleration of Deep Neural Networks,,,,,,,,Thursday,Poster 3.1,10,Xijun Wang,
863,Sea-Thru: A Method for Removing Water From Underwater Images,,,,,,,,Tuesday,Poster 1.1,170,Derya Akkaynak,
864,Parametric Noise Injection: Trainable Randomness to Improve Deep Neural Network Robustness Against Adversarial Attack,,,,,,,,Tuesday,Poster 1.1,36,Zhezhi He,
866,The Domain Transform Solver,,,,,,,,Wednesday,Poster 2.1,178,Akash Bapat,
867,A Relation-Augmented Fully Convolutional Network for Semantic Segmentation in Aerial Scenes,,,,,,,,Thursday,Poster 3.2,183,Lichao Mou,
868,Attending to Discriminative Certainty for Domain Adaptation,,,,,,,,Tuesday,Poster 1.1,26,Vinod Kumar Kurmi,
869,X2CT-GAN: Reconstructing CT From Biplanar X-Rays With Generative Adversarial Networks,,,,,,,,Thursday,Poster 3.1,216,Xingde Ying,
870,SceneCode: Monocular Dense Semantic Reconstruction Using Learned Encoded Scene Representations,,,,,,,,Thursday,Poster 3.2,82,Shuaifeng Zhi,
871,Simultaneously Optimizing Weight and Quantizer of Ternary Neural Network Using Truncated Gaussian Approximation,,,,,,,,Thursday,Poster 3.2,47,Zhezhi He,
872,A Neural Network Based on SPD Manifold Learning for Skeleton-Based Hand Gesture Recognition,,,,,,,,Thursday,Poster 3.2,126,Xuan Son Nguyen,
873,Hybrid Scene Compression for Visual Localization,,,,,,,,Wednesday,Poster 2.2,93,Federico Camposeco,
874,Face-Focused Cross-Stream Network for Deception Detection in Videos,,,,,,,,Wednesday,Poster 2.2,108,Mingyu Ding,
875,SeerNet: Predicting Convolutional Neural Network Feature-Map Sparsity Through Low-Bit Quantization,,,,,,,,Thursday,Poster 3.2,24,Shijie Cao,
876,Coloring With Limited Data: Few-Shot Colorization via Memory Augmented Networks,,,,,,,,Thursday,Poster 3.2,31,Seungjoo Yoo,
877,Point Cloud Oversegmentation With Graph-Structured Deep Metric Learning,,,,,,,,Wednesday,Poster 2.2,71,Loic Landrieu,
878,Biologically-Constrained Graphs for Global Connectomics Reconstruction,,,,,,,,Tuesday,Poster 1.1,211,Brian Matejek,
879,Learning Image and Video Compression Through Spatial-Temporal Energy Compaction,,,,,,,,Thursday,Poster 3.1,145,Zhengxue Cheng,
880,A Variational EM Framework With Adaptive Edge Selection for Blind Motion Deblurring,,,,,,,,Thursday,Poster 3.1,155,Liuge Yang,
881,SAIL-VOS: Semantic Amodal Instance Level Video Object Segmentation - A Synthetic Dataset and Baselines,,,,,,,,Tuesday,Poster 1.2,63,Yuan-Ting Hu,
882,Skeleton-Based Action Recognition With Directed Graph Neural Networks,,,,,,,,Wednesday,Poster 2.2,119,Lei Shi,
883,SPM-Tracker: Series-Parallel Matching for Real-Time Visual Object Tracking,,,,,,,,Tuesday,Poster 1.2,117,Guangting Wang,
884,Beyond Volumetric Albedo -- A Surface Optimization Framework for Non-Line-Of-Sight Imaging,,,,,,,,Tuesday,Poster 1.1,156,Chia-Yin Tsai,
885,What Do Single-View 3D Reconstruction Networks Learn?,,,,,,,,Tuesday,Poster 1.2,93,Maxim Tatarchenko,
886,Collaborative Spatiotemporal Feature Learning for Video Action Recognition,,,,,,,,Wednesday,Poster 2.2,115,Chao Li,
887,Low-Rank Tensor Completion With a New Tensor Nuclear Norm Induced by Invertible Linear Transforms,,,,,,,,Wednesday,Poster 2.1,176,Canyi Lu,
888,Kernel Transformer Networks for Compact Spherical Convolution,,,,,,,,Thursday,Poster 3.1,51,Yu-Chuan Su,
889,Cross-Atlas Convolution for Parameterization Invariant Learning on Textured Mesh Surface,,,,,,,,Wednesday,Poster 2.1,191,Shiwei Li,
890,DeepLight: Learning Illumination for Unconstrained Mobile Mixed Reality,,,,,,,,Wednesday,Poster 2.1,168,Chloe LeGendre,
891,Attribute-Aware Face Aging With Wavelet-Based Generative Adversarial Networks,,,,,,,,Thursday,Poster 3.2,110,Yunfan Liu,
892,"Mapping, Localization and Path Planning for Image-Based Navigation Using Visual Features and Map",,,,,,,,Wednesday,Poster 2.2,65,Janine Thoma,
893,Interactive Full Image Segmentation by Considering All Regions Jointly,,,,,,,,Thursday,Poster 3.2,66,Eirikur Agustsson,
894,A Theoretically Sound Upper Bound on the Triplet Loss for Improving the Efficiency of Deep Distance Metric Learning,,,,,,,,Thursday,Poster 3.1,179,Thanh-Toan Do,
895,Answer Them All! Toward Universal Visual Question Answering Models,,,,,,,,Thursday,Poster 3.1,186,Robik Shrestha,
896,Dynamic Scene Deblurring With Parameter Selective Sharing and Nested Skip Connections,,,,,,,,Tuesday,Poster 1.2,156,Hongyun Gao,
898,R3 Adversarial Network for Cross Model Face Recognition,,,,,,,,Thursday,Poster 3.1,124,Ken Chen,
899,Deep Global Generalized Gaussian Networks,,,,,,,,Wednesday,Poster 2.1,53,Qilong Wang,
900,Toward Realistic Image Compositing With Adversarial Learning,,,,,,,,Wednesday,Poster 2.2,206,Bor-Chun Chen,
901,Multi-Person Pose Estimation With Enhanced Channel-Wise and Spatial Information,,,,,,,,Wednesday,Poster 2.1,128,Kai Su,
903,Exploiting Edge Features for Graph Neural Networks,,,,,,,,Thursday,Poster 3.1,27,Liyu Gong,
904,Versatile Multiple Choice Learning and Its Application to Vision Computing,,,,,,,,Wednesday,Poster 2.1,212,Kai Tian,
905,Jumping Manifolds: Geometry Aware Dense Non-Rigid Structure From Motion,,,,,,,,Wednesday,Poster 2.1,80,Suryansh Kumar,
906,Semi-Supervised Learning With Graph Learning-Convolutional Networks,,,,,,,,Thursday,Poster 3.2,34,Bo Jiang,
907,Scene Graph Generation With External Knowledge and Image Reconstruction,,,,,,,,Tuesday,Poster 1.1,199,Jiuxiang Gu,
908,Large Scale High-Resolution Land Cover Mapping With Multi-Resolution Data,,,,,,,,Thursday,Poster 3.2,214,Caleb Robinson,
909,Re-Identification With Consistent Attentive Siamese Networks,,,,,,,,Wednesday,Poster 2.1,134,Meng Zheng,
910,You Look Twice: GaterNet for Dynamic Filter Selection in CNNs,,,,,,,,Thursday,Poster 3.1,23,Zhourong Chen,
911,Understanding the Limitations of CNN-Based Absolute Camera Pose Regression,,,,,,,,Tuesday,Poster 1.2,83,Torsten Sattler,
912,GCAN: Graph Convolutional Adversarial Network for Unsupervised Domain Adaptation,,,,,,,,Wednesday,Poster 2.2,173,Xinhong Ma,
913,"Catastrophic Child's Play: Easy to Perform, Hard to Defend Adversarial Attacks",,,,,,,,Thursday,Poster 3.1,29,Chih-Hui Ho,
915,Recurrent Attentive Zooming for Joint Crowd Counting and Precise Localization,,,,,,,,Tuesday,Poster 1.1,123,Chenchen Liu,
916,Efficient Decision-Based Black-Box Adversarial Attacks on Face Recognition,,,,,,,,Wednesday,Poster 2.2,99,Yinpeng Dong,
918,Networks for Joint Affine and Non-Parametric Image Registration,,,,,,,,Tuesday,Poster 1.2,212,Zhengyang Shen,
919,Re-Ranking via Metric Fusion for Object Retrieval and Person Re-Identification,,,,,,,,Tuesday,Poster 1.1,51,Song Bai,
922,Iterative Alignment Network for Continuous Sign Language Recognition,,,,,,,,Tuesday,Poster 1.2,206,Junfu Pu,
923,A Neurobiological Evaluation Metric for Neural Network Model Search,,,,,,,,Wednesday,Poster 2.1,86,Nathaniel Blanchard,
924,Reflective and Fluorescent Separation Under Narrow-Band Illumination,,,,,,,,Wednesday,Poster 2.2,85,Koji Koyamatsu,
925,Text Guided Person Image Synthesis,,,,,,,,Tuesday,Poster 1.2,137,Xingran Zhou,
926,An Iterative and Cooperative Top-Down and Bottom-Up Inference Network for Salient Object Detection,,,,,,,,Wednesday,Poster 2.1,173,Wenguan Wang,
927,Wide-Area Crowd Counting via Ground-Plane Density Maps and Multi-View Fusion CNNs,,,,,,,,Wednesday,Poster 2.2,176,Qi Zhang,
928,Adaptive Pyramid Context Network for Semantic Segmentation,,,,,,,,Wednesday,Poster 2.2,79,Junjun He,
929,Blind Geometric Distortion Correction on Images Through Deep Learning,,,,,,,,Wednesday,Poster 2.1,30,Xiaoyu Li,
930,Listen to the Image,,,,,,,,Wednesday,Poster 2.2,125,Di Hu,
931,Relational Knowledge Distillation,,,,,,,,Tuesday,Poster 1.2,186,Wonpyo Park,
932,An Efficient Schmidt-EKF for 3D Visual-Inertial SLAM,,,,,,,,Thursday,Poster 3.2,133,Patrick Geneva,
933,Pay Attention! - Robustifying a Deep Visuomotor Policy Through Task-Focused Visual Attention,,,,,,,,Tuesday,Poster 1.2,215,Pooya Abolghasemi,
934,Scalable Convolutional Neural Network for Image Compressed Sensing,,,,,,,,Thursday,Poster 3.2,170,Wuzhen Shi,
935,TACNet: Transition-Aware Context Network for Spatio-Temporal Action Detection,,,,,,,,Thursday,Poster 3.2,121,Lin Song,
936,Memory-Attended Recurrent Network for Video Captioning,,,,,,,,Wednesday,Poster 2.2,199,Wenjie Pei,
937,UnOS: Unified Unsupervised Optical-Flow and Stereo-Depth Estimation by Watching Videos,,,,,,,,Wednesday,Poster 2.2,153,Yang Wang,
938,Object Discovery in Videos as Foreground Motion Clustering,,,,,,,,Thursday,Poster 3.1,137,Christopher Xie,
939,Deep Supervised Cross-Modal Retrieval,,,,,,,,Thursday,Poster 3.1,178,Liangli Zhen,
940,Learning to Reduce Dual-Level Discrepancy for Infrared-Visible Person Re-Identification,,,,,,,,Tuesday,Poster 1.1,39,Zhixiang Wang,
941,"Robustness via Curvature Regularization, and Vice Versa",,,,,,,,Thursday,Poster 3.1,13,Seyed-Mohsen Moosavi-Dezfooli,
942,Feedback Adversarial Learning: Spatial Feedback for Improving Generative Adversarial Networks,,,,,,,,Tuesday,Poster 1.1,149,Minyoung Huh,
943,Learning to Explore Intrinsic Saliency for Stereoscopic Video,,,,,,,,Thursday,Poster 3.1,112,Qiudan Zhang,
944,Ensemble Deep Manifold Similarity Learning Using Hard Proxies,,,,,,,,Wednesday,Poster 2.2,56,Nicolas Aziere,
945,Hyperspectral Imaging With Random Printed Mask,,,,,,,,Thursday,Poster 3.1,153,Yuanyuan Zhao,
946,Knowledge Distillation via Instance Relationship Graph,,,,,,,,Wednesday,Poster 2.2,17,Yufan Liu,
947,Convolutional Recurrent Network for Road Boundary Extraction,,,,,,,,Thursday,Poster 3.1,73,Justin Liang,
948,ApolloCar3D: A Large 3D Car Instance Understanding Benchmark for Autonomous Driving,,,,,,,,Wednesday,Poster 2.1,91,Xibin Song,
949,LO-Net: Deep Real-Time Lidar Odometry,,,,,,,,Wednesday,Poster 2.2,212,Qing Li,
950,Building Efficient Deep Neural Networks With Unitary Group Convolutions,,,,,,,,Thursday,Poster 3.2,33,Ritchie Zhao,
951,Look More Than Once: An Accurate Detector for Text of Arbitrary Shapes,,,,,,,,Thursday,Poster 3.1,209,Chengquan Zhang,
952,BeautyGlow: On-Demand Makeup Transfer Framework With Reversible Generative Network,,,,,,,,Thursday,Poster 3.1,142,Hung-Jen Chen,
953,Learning Instance Activation Maps for Weakly Supervised Instance Segmentation,,,,,,,,Tuesday,Poster 1.2,64,Yi Zhu,
954,Deep Embedding Learning With Discriminative Sampling Policy,,,,,,,,Wednesday,Poster 2.1,41,Yueqi Duan,
955,Events-To-Video: Bringing Modern Computer Vision to Event Cameras,,,,,,,,Tuesday,Poster 1.2,157,Henri Rebecq,
956,Improving Action Localization by Progressive Cross-Stream Cooperation,,,,,,,,Thursday,Poster 3.2,124,Rui Su,
958,Decorrelated Adversarial Learning for Age-Invariant Face Recognition,,,,,,,,Tuesday,Poster 1.2,105,Hao Wang,
959,Neural Sequential Phrase Grounding (SeqGROUND),,,,,,,,Tuesday,Poster 1.2,207,Pelin Dogan,"Pelin Dogan, Leonid Sigal, Markus Gross"
961,Towards Rich Feature Discovery With Class Activation Maps Augmentation for Person Re-Identification,,,,,,,,Tuesday,Poster 1.1,140,Wenjie Yang,
962,Collaborative Learning of Semi-Supervised Segmentation and Classification for Medical Images,,,,,,,,Tuesday,Poster 1.1,210,Yi Zhou,
963,Progressive Teacher-Student Learning for Early Action Prediction,,,,,,,,Tuesday,Poster 1.2,108,Xionghui Wang,
964,Unsupervised Domain Adaptation for ToF Data Denoising With Adversarial Learning,,,,,,,,Wednesday,Poster 2.1,104,Gianluca Agresti,
965,Enhanced Bayesian Compression via Deep Reinforcement Learning,,,,,,,,Wednesday,Poster 2.2,2,Xin Yuan,
966,GS3D: An Efficient 3D Object Detection Framework for Autonomous Driving,,,,,,,,Tuesday,Poster 1.1,91,Buyu Li,
967,Generalizable Person Re-Identification by Domain-Invariant Mapping Network,,,,,,,,Tuesday,Poster 1.1,49,Jifei Song,
968,Deep Virtual Networks for Memory Efficient Inference of Multiple Tasks,,,,,,,,Tuesday,Poster 1.2,5,Eunwoo Kim,
969,Learning to Learn Relation for Important People Detection in Still Images,,,,,,,,Wednesday,Poster 2.1,45,Wei-Hong Li,
970,Thinking Outside the Pool: Active Training Image Creation for Relative Attributes,,,,,,,,Tuesday,Poster 1.1,48,Aron Yu,
971,Metric Learning for Image Registration,,,,,,,,Wednesday,Poster 2.2,211,Marc Niethammer,
972,Dissimilarity Coefficient Based Weakly Supervised Object Detection,,,,,,,,Thursday,Poster 3.1,50,Aditya Arun,
973,Semantic Component Decomposition for Face Attribute Manipulation,,,,,,,,Thursday,Poster 3.1,123,Ying-Cong Chen,
974,Local to Global Learning: Gradually Adding Classes for Training Deep Neural Networks,,,,,,,,Wednesday,Poster 2.1,19,Hao Cheng,
975,Combinatorial Persistency Criteria for Multicut and Max-Cut,,,,,,,,Wednesday,Poster 2.1,186,Jan-Hendrik Lange,
976,Cascaded Generative and Discriminative Learning for Microcalcification Detection in Breast Mammograms,,,,,,,,Thursday,Poster 3.2,199,Fandong Zhang,
977,Towards Robust Curve Text Detection With Conditional Spatial Expansion,,,,,,,,Wednesday,Poster 2.2,53,Zichuan Liu,
978,Geometry-Aware Distillation for Indoor Semantic Segmentation,,,,,,,,Tuesday,Poster 1.2,39,Jianbo Jiao,
980,Deep Exemplar-Based Video Colorization,,,,,,,,Wednesday,Poster 2.2,151,Bo Zhang,
981,RGBD Based Dimensional Decomposition Residual Network for 3D Semantic Scene Completion,,,,,,,,Wednesday,Poster 2.2,97,Jie Li,
982,Progressive Attention Memory Network for Movie Story Question Answering,,,,,,,,Wednesday,Poster 2.2,198,Junyeong Kim,
983,Semantic Attribute Matching Networks,,,,,,,,Thursday,Poster 3.2,175,Seungryong Kim,
984,Conditional Adversarial Generative Flow for Controllable Image Synthesis,,,,,,,,Wednesday,Poster 2.2,127,Rui Liu,
985,Task Agnostic Meta-Learning for Few-Shot Learning,,,,,,,,Thursday,Poster 3.2,76,Muhammad Abdullah Jamal,
986,Deep Spectral Clustering Using Dual Autoencoder Network,,,,,,,,Tuesday,Poster 1.2,196,Xu Yang,
988,"What Does It Mean to Learn in Deep Networks? And, How Does One Detect Adversarial Attacks?",,,,,,,,Wednesday,Poster 2.1,20,Ciprian A. Corneanu,
989,Context-Aware Spatio-Recurrent Curvilinear Structure Segmentation,,,,,,,,Thursday,Poster 3.2,206,Feigege Wang,
990,Local Features and Visual Words Emerge in Activations,,,,,,,,Thursday,Poster 3.2,69,Oriane Simeoni,
991,Temporal Transformer Networks: Joint Learning of Invariant and Discriminative Time Warping,,,,,,,,Thursday,Poster 3.2,184,Suhas Lohit,
992,Zoom-In-To-Check: Boosting Video Interpolation via Instance-Level Discrimination,,,,,,,,Thursday,Poster 3.2,141,Liangzhe Yuan,
993,Adversarial Defense Through Network Profiling Based Path Extraction,,,,,,,,Wednesday,Poster 2.1,22,Yuxian Qiu,
994,Semantic Alignment: Finding Semantically Consistent Ground-Truth for Facial Landmark Detection,,,,,,,,Tuesday,Poster 1.2,99,Zhiwei Liu,
995,Arbitrary Style Transfer With Style-Attentional Networks,,,,,,,,Wednesday,Poster 2.1,164,Dae Young Park,
996,Learning a Unified Classifier Incrementally via Rebalancing,,,,,,,,Tuesday,Poster 1.1,60,Saihui Hou,
997,Event-Based High Dynamic Range Image and Very High Frame Rate Video Generation Using Conditional Generative Adversarial Networks,,,,,,,,Thursday,Poster 3.1,146,Lin Wang,
998,Single Image Reflection Removal Beyond Linearity,,,,,,,,Tuesday,Poster 1.2,148,Qiang Wen,
999,Robustness Verification of Classification Deep Neural Networks via Linear Programming,,,,,,,,Thursday,Poster 3.2,45,Wang Lin,
1000,Generalising Fine-Grained Sketch-Based Image Retrieval,,,,,,,,Tuesday,Poster 1.1,45,Kaiyue Pang,
1001,ChamNet: Towards Efficient Network Design Through Platform-Aware Model Adaptation,,,,,,,,Thursday,Poster 3.2,43,Xiaoliang Dai,
1002,Ray-Space Projection Model for Light Field Camera,,,,,,,,Thursday,Poster 3.1,150,Qi Zhang,
1003,Learning to Detect Human-Object Interactions With Knowledge,,,,,,,,Tuesday,Poster 1.1,204,Bingjie Xu,
1004,End-To-End Supervised Product Quantization for Image Search and Retrieval,,,,,,,,Wednesday,Poster 2.1,49,Benjamin Klein,
1005,RAVEN: A Dataset for Relational and Analogical Visual REasoNing,,,https://wellyzhang.github.io/project/raven.html,,,,,Wednesday,Poster 2.1,77,Chi Zhang,"Chi Zhang, Feng Gao, Baoxiong Jia, Yixin Zhu, Song-Chun Zhu"
1006,Latent Filter Scaling for Multimodal Unsupervised Image-To-Image Translation,,,,,,,,Tuesday,Poster 1.1,147,Yazeed Alharbi,
1007,Efficient Featurized Image Pyramid Network for Single Shot Detector,,,,,,,,Wednesday,Poster 2.2,60,Yanwei Pang,
1008,Data Representation and Learning With Graph Diffusion-Embedding Networks,,,,,,,,Thursday,Poster 3.1,180,Bo Jiang,
1009,Enhanced Pix2pix Dehazing Network,,,,,,,,Wednesday,Poster 2.2,162,Yanyun Qu,
1010,FickleNet: Weakly and Semi-Supervised Semantic Image Segmentation Using Stochastic Inference,,,,,,,,Wednesday,Poster 2.1,72,Jungbeom Lee,
1011,Adaptive Confidence Smoothing for Generalized Zero-Shot Learning,,,,,,,,Thursday,Poster 3.2,71,Yuval Atzmon,
1012,Attentive Relational Networks for Mapping Images to Scene Graphs,,,,,,,,Tuesday,Poster 1.2,185,Mengshi Qi,
1013,Multi-Task Learning of Hierarchical Vision-Language Representation,,,,,,,,Thursday,Poster 3.1,188,Duy-Kien Nguyen,
1014,Moving Object Detection Under Discontinuous Change in Illumination Using Tensor Low-Rank and Invariant Sparse Decomposition,,,,,,,,Wednesday,Poster 2.2,48,Moein Shakeri,
1015,A Content Transformation Block for Image Style Transfer,,,,,,,,Thursday,Poster 3.1,141,Dmytro Kotovenko,
1016,Knockoff Nets: Stealing Functionality of Black-Box Models,,,,,,,,Wednesday,Poster 2.1,40,Tribhuvanesh Orekondy,
1017,Unsupervised Moving Object Detection via Contextual Information Separation,,,,,,,,Tuesday,Poster 1.1,65,Yanchao Yang,
1018,P2SGrad: Refined Gradients for Optimizing Deep Face Models,,,,,,,,Thursday,Poster 3.1,128,Xiao Zhang,
1019,Fast Spatio-Temporal Residual Network for Video Super-Resolution,,,,,,,,Thursday,Poster 3.1,206,Sheng Li,
1020,Sim-To-Real via Sim-To-Sim: Data-Efficient Robotic Grasping via Randomized-To-Canonical Adaptation Networks,,,,,,,,Thursday,Poster 3.2,204,Stephen James,
1021,Volumetric Capture of Humans With a Single RGBD Camera via Semi-Parametric Learning,,,,,,,,Thursday,Poster 3.1,108,Rohit Pandey,
1022,Mind Your Neighbours: Image Annotation With Metadata Neighbourhood Graph Co-Attention Networks,,,,,,,,Tuesday,Poster 1.2,48,Junjie Zhang,
1023,Modeling Point Clouds With Self-Attention and Gumbel Subset Sampling,,,,,,,,Tuesday,Poster 1.2,85,Jiancheng Yang,"Jiancheng Yang, Qiang Zhang, Bingbing Ni, Linguo Li, Jinxian Liu, Mengdie Zhou, Qi Tian"
1024,Fast User-Guided Video Object Segmentation by Interaction-And-Propagation Networks,,,,,,,,Wednesday,Poster 2.1,70,Seoung Wug Oh,
1025,Explicit Spatial Encoding for Deep Local Descriptors,,,,,,,,Thursday,Poster 3.1,46,Arun Mukundan,
1026,Learning Shape-Aware Embedding for Scene Text Detection,,,,,,,,Tuesday,Poster 1.2,213,Zhuotao Tian,
1027,A Structured Model for Action Detection,,,,,,,,Thursday,Poster 3.1,135,Yubo Zhang,
1028,Scan2Mesh: From Unstructured Range Scans to 3D Meshes,,,,,,,,Wednesday,Poster 2.1,103,Angela Dai,
1029,Deep Single Image Camera Calibration With Radial Distortion,,,,,,,,Thursday,Poster 3.2,86,Manuel Lopez,
1030,Dense Classification and Implanting for Few-Shot Learning,,,,,,,,Thursday,Poster 3.1,32,Yann Lifchitz,
1031,DeepLiDAR: Deep Surface Normal Guided Depth Prediction for Outdoor Scene From Sparse LiDAR Data and Single Color Image,,,,,,,,Tuesday,Poster 1.2,84,Jiaxiong Qiu,
1032,Object Tracking by Reconstruction With View-Specific Discriminative Correlation Filters,,,,,,,,Tuesday,Poster 1.1,135,Ugur Kart,
1033,MaxpoolNMS: Getting Rid of NMS Bottlenecks in Two-Stage Object Detectors,,,,,,,,Thursday,Poster 3.1,42,Lile Cai,
1034,Visual Localization by Learning Objects-Of-Interest Dense Match Regression,,,,,,,,Wednesday,Poster 2.1,124,Philippe Weinzaepfel,
1035,Cross Domain Model Compression by Structurally Weight Sharing,,,,,,,,Thursday,Poster 3.1,2,Shangqian Gao,
1036,Learning to Generate Synthetic Data via Compositing,,,,,,,,Tuesday,Poster 1.1,23,Shashank Tripathi,
1037,Fitting Multiple Heterogeneous Models by Multi-Class Cascaded T-Linkage,,,,,,,,Wednesday,Poster 2.2,73,Luca Magri,
1038,Image-Question-Answer Synergistic Network for Visual Dialog,,,,,,,,Thursday,Poster 3.1,182,Dalu Guo,
1039,Learning Multi-Class Segmentations From Single-Class Datasets,,,,,,,,Thursday,Poster 3.1,72,Konstantin Dmitriev,
1040,Phase-Only Image Based Kernel Estimation for Single Image Blind Deblurring,,,,,,,,Wednesday,Poster 2.1,180,Liyuan Pan,
1041,Feature Distillation: DNN-Oriented JPEG Compression Against Adversarial Examples,,,,,,,,Tuesday,Poster 1.1,63,Zihao Liu,
1042,3D Guided Fine-Grained Face Manipulation,,,,,,,,Thursday,Poster 3.1,119,Zhenglin Geng,
1043,An End-To-End Network for Generating Social Relationship Graphs,,,,,,,,Thursday,Poster 3.2,21,Arushi Goel,
1044,Compact Feature Learning for Multi-Domain Image Classification,,,,,,,,Wednesday,Poster 2.2,45,Yajing Liu,
1045,Privacy Preserving Image-Based Localization,,,,,,,,Wednesday,Poster 2.1,95,Pablo Speciale,
1046,Learning View Priors for Single-View 3D Reconstruction,,,http://hiroharu-kato.com/projects_en/view_prior_learning.html,,,,,Thursday,Poster 3.1,115,Hiroharu Kato,"Hiroharu Kato, Tatsuya Harada"
1047,SoPhie: An Attentive GAN for Predicting Paths Compliant to Social and Physical Constraints,,,,,,,,Tuesday,Poster 1.1,136,Amir Sadeghian,
1048,Siamese Cascaded Region Proposal Networks for Real-Time Visual Tracking,,,,,,,,Wednesday,Poster 2.2,123,Heng Fan,
1049,ClusterNet: Deep Hierarchical Cluster Network With Rigorously Rotation-Invariant Representation for Point Cloud Analysis,,,,,,,,Wednesday,Poster 2.1,44,Chao Chen,
1050,Automatic Face Aging in Videos via Deep Reinforcement Learning,,,,,,,,Thursday,Poster 3.1,139,Chi Nhan Duong,
1051,Unsupervised 3D Pose Estimation With Geometric Self-Supervision,,,,,,,,Wednesday,Poster 2.1,132,Ching-Hang Chen,
1052,Did It Change? Learning to Detect Point-Of-Interest Changes for Proactive Map Updates,,,,,,,,Tuesday,Poster 1.2,198,Jerome Revaud,
1053,Blind Super-Resolution With Iterative Kernel Correction,,,,,,,,Tuesday,Poster 1.1,162,Jinjin Gu,
1054,DeFusionNET: Defocus Blur Detection via Recurrently Fusing and Refining Multi-Scale Deep Features,,,,,,,,Tuesday,Poster 1.2,4,Chang Tang,
1055,Improving the Performance of Unimodal Dynamic Hand-Gesture Recognition With Multimodal Training,,,,,,,,Tuesday,Poster 1.1,106,Mahdi Abavisani,
1056,A Late Fusion CNN for Digital Matting,,,,,,,,Wednesday,Poster 2.2,74,Yunke Zhang,
1057,Double Nuclear Norm Based Low Rank Representation on Grassmann Manifolds for Clustering,,,,,,,,Thursday,Poster 3.2,130,Xinglin Piao,
1058,Embedding Complementary Deep Networks for Image Classification,,,,,,,,Thursday,Poster 3.1,30,Qiuyu Chen,
1060,Does Learning Specific Features for Related Parts Help Human Pose Estimation?,,,,,,,,Tuesday,Poster 1.1,100,Wei Tang,
1061,Adversarial Semantic Alignment for Improved Image Captions,,,,,,,,Thursday,Poster 3.1,185,Pierre Dognin,
1062,Learning to Learn Image Classifiers With Visual Analogy,,,,,,,,Thursday,Poster 3.2,53,Linjun Zhou,
1063,VizWiz-Priv: A Dataset for Recognizing the Presence and Purpose of Private Visual Information in Images Taken by Blind People,,,,,,,,Tuesday,Poster 1.1,71,Danna Gurari,
1064,Distant Supervised Centroid Shift: A Simple and Efficient Approach to Visual Domain Adaptation,,,,,,,,Tuesday,Poster 1.2,50,Jian Liang,
1065,Fully Quantized Network for Object Detection,,,,,,,,Tuesday,Poster 1.2,15,Rundong Li,
1066,Learning From Noisy Labels by Regularized Estimation of Annotator Confusion,,,,,,,,Thursday,Poster 3.2,27,Ryutaro Tanno,
1068,KE-GAN: Knowledge Embedded Generative Adversarial Networks for Semi-Supervised Scene Parsing,,,,,,,,Wednesday,Poster 2.1,69,Mengshi Qi,
1069,Separate to Adapt: Open Set Domain Adaptation via Progressive Separation,,,,,,,,Tuesday,Poster 1.2,45,Hong Liu,
1070,Spatially Variant Linear Representation Models for Joint Filtering,,,,,,,,Tuesday,Poster 1.1,172,Jinshan Pan,
1071,Building Detail-Sensitive Semantic Segmentation Networks With Polynomial Pooling,,,,,,,,Wednesday,Poster 2.2,19,Zhen Wei,
1072,Towards Universal Object Detection by Domain Attention,,,http://www.svcl.ucsd.edu/projects/universal-detection/?,,,,,Wednesday,Poster 2.2,55,Xudong Wang,"Xudong Wang, Zhaowei Cai, Dashan Gao, Nuno Vasconcelos"
1073,Salient Object Detection With Pyramid Attention and Salient Edges,,,,,,,,Tuesday,Poster 1.1,146,Wenguan Wang,
1074,Multi-Adversarial Discriminative Deep Domain Generalization for Face Presentation Attack Detection,,,,,,,,Thursday,Poster 3.1,140,Rui Shao,
1075,CLEVR-Ref+: Diagnosing Visual Reasoning With Referring Expressions,,,,,,,,Tuesday,Poster 1.2,208,Runtao Liu,
